id,col,from,to
2,pixel_327,157.0,0.0
2,pixel_328,153.0,0.0
2,pixel_329,142.0,0.0
2,pixel_330,137.0,0.0
2,pixel_331,189.0,0.0
2,pixel_332,215.0,0.0
2,pixel_347,151.0,0.0
2,pixel_348,152.0,0.0
2,pixel_349,171.0,0.0
2,pixel_350,184.0,0.0
2,pixel_351,187.0,0.0
2,pixel_352,195.0,0.0
2,pixel_367,134.0,0.0
2,pixel_368,101.0,0.0
2,pixel_369,80.0,0.0
2,pixel_370,92.0,0.0
2,pixel_371,74.0,0.0
2,pixel_372,124.0,0.0
2,pixel_387,67.0,0.0
2,pixel_388,87.0,0.0
2,pixel_389,99.0,0.0
2,pixel_390,96.0,0.0
2,pixel_391,93.0,0.0
2,pixel_392,69.0,0.0
2,pixel_407,148.0,0.0
2,pixel_408,146.0,0.0
2,pixel_409,124.0,0.0
2,pixel_410,123.0,0.0
2,pixel_411,137.0,0.0
2,pixel_412,164.0,0.0
2,pixel_427,143.0,0.0
2,pixel_428,126.0,0.0
2,pixel_429,108.0,0.0
2,pixel_430,99.0,0.0
2,pixel_431,100.0,0.0
2,pixel_432,128.0,0.0
3,pixel_340,146.0,256.0
3,pixel_341,156.0,256.0
3,pixel_342,157.0,256.0
3,pixel_343,158.0,256.0
3,pixel_344,155.0,256.0
3,pixel_345,154.0,256.0
3,pixel_360,98.0,256.0
3,pixel_361,157.0,256.0
3,pixel_362,156.0,256.0
3,pixel_363,154.0,256.0
3,pixel_364,153.0,256.0
3,pixel_365,146.0,256.0
3,pixel_380,105.0,256.0
3,pixel_381,154.0,256.0
3,pixel_382,154.0,256.0
3,pixel_383,155.0,256.0
3,pixel_384,151.0,256.0
3,pixel_385,136.0,256.0
3,pixel_400,215.0,256.0
3,pixel_401,139.0,256.0
3,pixel_402,144.0,256.0
3,pixel_403,148.0,256.0
3,pixel_404,146.0,256.0
3,pixel_405,129.0,256.0
3,pixel_420,227.0,256.0
3,pixel_421,161.0,256.0
3,pixel_422,141.0,256.0
3,pixel_423,144.0,256.0
3,pixel_424,141.0,256.0
3,pixel_425,138.0,256.0
3,pixel_440,221.0,256.0
3,pixel_441,192.0,256.0
3,pixel_442,132.0,256.0
3,pixel_443,139.0,256.0
3,pixel_444,137.0,256.0
3,pixel_445,134.0,256.0
6,pixel_62,156.0,0.0
6,pixel_63,171.0,0.0
6,pixel_64,188.0,0.0
6,pixel_65,202.0,0.0
6,pixel_66,212.0,0.0
6,pixel_67,205.0,0.0
6,pixel_82,160.0,0.0
6,pixel_83,164.0,0.0
6,pixel_84,145.0,0.0
6,pixel_85,135.0,0.0
6,pixel_86,137.0,0.0
6,pixel_87,137.0,0.0
6,pixel_102,156.0,0.0
6,pixel_103,124.0,0.0
6,pixel_104,95.0,0.0
6,pixel_105,84.0,0.0
6,pixel_106,68.0,0.0
6,pixel_107,75.0,0.0
6,pixel_122,138.0,0.0
6,pixel_123,117.0,0.0
6,pixel_124,123.0,0.0
6,pixel_125,125.0,0.0
6,pixel_126,111.0,0.0
